令和６年,人口動態統計,,
,女　Ｆ．,57517,5723,5191,5347,4753,4526,4135,4527,4443,4270,4411,4611,5580
09208　　　その他の心疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,7304,793,661,694,598,512,529,570,525,500,527,587,808
,男　Ｍ．,4096,434,372,400,339,290,290,318,289,289,282,317,476
,女　Ｆ．,3208,359,289,294,259,222,239,252,236,211,245,270,332
09300　　脳血管疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,102821,10258,9060,9515,8114,8095,7507,7873,8066,7719,8098,8529,9987
,男　Ｍ．,51176,5203,4513,4744,4003,3936,3701,3930,4062,3832,3994,4228,5030
,女　Ｆ．,51645,5055,4547,4771,4111,4159,3806,3943,4004,3887,4104,4301,4957
09301　　　くも膜下出血　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,11070,1134,907,998,834,841,821,856,862,825,923,984,1085
,男　Ｍ．,4129,433,329,367,331,311,301,319,318,301,337,379,403
,女　Ｆ．,6941,701,578,631,503,530,520,537,544,524,586,605,682
09302　　　脳内出血　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,32566,3364,2921,3088,2548,2515,2298,2340,2502,2371,2559,2759,3301
,男　Ｍ．,17981,1871,1633,1715,1367,1318,1264,1317,1400,1298,1411,1530,1857
,女　Ｆ．,14585,1493,1288,1373,1181,1197,1034,1023,1102,1073,1148,1229,1444
09303　　　脳梗塞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,56129,5445,4946,5137,4503,4522,4178,4447,4450,4306,4374,4553,5268
,男　Ｍ．,27541,2737,2402,2505,2191,2196,2036,2178,2230,2119,2131,2212,2604
,女　Ｆ．,28588,2708,2544,2632,2312,2326,2142,2269,2220,2187,2243,2341,2664
09304　　　その他の脳血管疾患　　　　　　　　　　　　　　　　　　　　　　　　　,総数,3056,315,286,292,229,217,210,230,252,217,242,233,333
,男　Ｍ．,1525,162,149,157,114,111,100,116,114,114,115,107,166
,女　Ｆ．,1531,153,137,135,115,106,110,114,138,103,127,126,167
09400　　大動脈瘤及び解離　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,20427,2158,1844,1931,1610,1592,1326,1294,1384,1362,1773,2025,2128
,男　Ｍ．,10143,1077,880,955,833,785,637,632,691,709,876,992,1076
,女　Ｆ．,10284,1081,964,976,777,807,689,662,693,653,897,1033,1052
09500　　その他の循環器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　,総数,9545,995,854,956,771,770,700,716,710,682,697,735,959
,男　Ｍ．,4479,465,407,448,361,344,320,353,340,320,322,349,450
,女　Ｆ．,5066,530,447,508,410,426,380,363,370,362,375,386,509
10000　呼吸器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,204985,20683,17793,17958,15829,15589,14717,15493,16761,15934,16169,16691,21368
,男　Ｍ．,125800,12714,11068,11048,9710,9440,9006,9680,10175,9786,9907,10237,13029
,女　Ｆ．,79185,7969,6725,6910,6119,6149,5711,5813,6586,6148,6262,6454,8339
10100　　インフルエンザ　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,2857,733,258,112,54,29,9,26,27,26,44,81,1458
,男　Ｍ．,1486,372,128,59,26,12,2,14,11,16,18,42,786
,女　Ｆ．,1371,361,130,53,28,17,7,12,16,10,26,39,672
10200　　肺炎　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,80176,8287,7144,7222,6182,6031,5563,6162,6542,6237,6267,6391,8148
,男　Ｍ．,46529,4843,4234,4119,3621,3449,3222,3607,3738,3578,3602,3720,4796
,女　Ｆ．,33647,3444,2910,3103,2561,2582,2341,2555,2804,2659,2665,2671,3352
10300　　急性気管支炎　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,216,18,12,22,6,21,23,13,30,11,13,28,19
,男　Ｍ．,84,9,4,11,1,8,7,4,10,4,6,15,5
,女　Ｆ．,132,9,8,11,5,13,16,9,20,7,7,13,14
10400　　慢性閉塞性肺疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,16629,1689,1421,1440,1320,1275,1279,1327,1374,1306,1279,1324,1595
,男　Ｍ．,13950,1418,1187,1215,1099,1080,1071,1117,1146,1095,1085,1097,1340
,女　Ｆ．,2679,271,234,225,221,195,208,210,228,211,194,227,255
10500　　喘息　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,1088,98,89,78,80,95,101,92,79,90,85,88,113
,男　Ｍ．,417,37,35,31,24,34,38,34,31,35,37,32,49
,女　Ｆ．,671,61,54,47,56,61,63,58,48,55,48,56,64
10600　　その他の呼吸器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　,総数,104019,9858,8869,9084,8187,8138,7742,7873,8709,8264,8481,8779,10035
,男　Ｍ．,63334,6035,5480,5613,4939,4857,4666,4904,5239,5058,5159,5331,6053
,女　Ｆ．,40685,3823,3389,3471,3248,3281,3076,2969,3470,3206,3322,3448,3982
10601　　　誤嚥性肺炎　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,63667,5993,5309,5422,4876,4898,4736,4782,5434,5328,5333,5456,6100
,男　Ｍ．,37905,3604,3173,3286,2844,2856,2766,2896,3190,3248,3159,3279,3604
,女　Ｆ．,25762,2389,2136,2136,2032,2042,1970,1886,2244,2080,2174,2177,2496
10602　　　間質性肺疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,24395,2379,2189,2262,2002,1956,1813,1826,1941,1740,1892,1999,2396
,男　Ｍ．,16024,1551,1465,1487,1346,1268,1189,1232,1275,1110,1271,1289,1541
,女　Ｆ．,8371,828,724,775,656,688,624,594,666,630,621,710,855
10603　　　その他の呼吸器系の疾患（10601及び10602を除く）　　　　　　　　　　　,総数,15957,1486,1371,1400,1309,1284,1193,1265,1334,1196,1256,1324,1539
,男　Ｍ．,9405,880,842,840,749,733,711,776,774,700,729,763,908
,女　Ｆ．,6552,606,529,560,560,551,482,489,560,496,527,561,631
11000　消化器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,59726,5797,5182,5394,4629,4754,4373,4562,4842,4514,4908,5022,5749
,男　Ｍ．,32239,3137,2851,2953,2534,2517,2333,2463,2572,2415,2645,2675,3144
,女　Ｆ．,27487,2660,2331,2441,2095,2237,2040,2099,2270,2099,2263,2347,2605
11100　　胃潰瘍及び十二指腸潰瘍　　　　　　　　　　　　　　　　　　　　　　　　,総数,2507,253,242,249,202,211,171,170,202,168,209,184,246
,男　Ｍ．,1475,144,138,147,114,132,101,102,124,90,124,106,153
,女　Ｆ．,1032,109,104,102,88,79,70,68,78,78,85,78,93
11200　　ヘルニア及び腸閉塞　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,8529,862,738,767,577,656,595,640,705,672,725,731,861
,男　Ｍ．,4145,417,366,361,285,315,276,316,345,338,342,344,440
,女　Ｆ．,4384,445,372,406,292,341,319,324,360,334,383,387,421
11300　　肝疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,18858,1824,1699,1702,1512,1551,1430,1459,1479,1389,1489,1575,1749
,男　Ｍ．,12285,1189,1098,1137,977,984,944,958,948,894,964,1024,1168
,女　Ｆ．,6573,635,601,565,535,567,486,501,531,495,525,551,581
11301　　　肝硬変（アルコール性を除く）　　　　　　　　　　　　　　　　　　　　,総数,8515,811,767,780,700,702,671,652,671,593,668,696,804
,男　Ｍ．,4636,418,414,430,387,361,389,368,359,316,362,378,454
,女　Ｆ．,3879,393,353,350,313,341,282,284,312,277,306,318,350
11302　　　その他の肝疾患　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,10343,1013,932,922,812,849,759,807,808,796,821,879,945
,男　Ｍ．,7649,771,684,707,590,623,555,590,589,578,602,646,714
,女　Ｆ．,2694,242,248,215,222,226,204,217,219,218,219,233,231
11400　　その他の消化器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　,総数,29832,2858,2503,2676,2338,2336,2177,2293,2456,2285,2485,2532,2893
,男　Ｍ．,14334,1387,1249,1308,1158,1086,1012,1087,1155,1093,1215,1201,1383
,女　Ｆ．,15498,1471,1254,1368,1180,1250,1165,1206,1301,1192,1270,1331,1510
12000　皮膚及び皮下組織の疾患　　　　　　　　　　　　　　　　　　　　　　　　　,総数,3943,391,347,392,323,282,306,287,286,315,320,318,376
,男　Ｍ．,1655,171,155,167,135,128,136,121,125,114,132,135,136
,女　Ｆ．,2288,220,192,225,188,154,170,166,161,201,188,183,240
13000　筋骨格系及び結合組織の疾患　　　　　　　　　　　　　　　　　　　　　　　,総数,11120,1086,932,956,925,867,877,847,900,900,851,889,1090
,男　Ｍ．,4669,471,392,391,382,394,338,348,374,379,366,385,449
,女　Ｆ．,6451,615,540,565,543,473,539,499,526,521,485,504,641
14000　腎尿路生殖器系の疾患　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,50434,4890,4483,4691,4110,3910,3608,3799,3980,3779,4038,4261,4885
,男　Ｍ．,24130,2400,2180,2251,1914,1858,1730,1825,1862,1777,1929,2008,2396
,女　Ｆ．,26304,2490,2303,2440,2196,2052,1878,1974,2118,2002,2109,2253,2489
14100　　糸球体疾患及び腎尿細管間質性疾患　　　　　　　　　　　　　　　　　　　,総数,5946,505,528,545,447,473,434,465,479,498,474,536,562
,男　Ｍ．,2330,191,221,211,177,178,173,183,193,180,196,195,232
,女　Ｆ．,3616,314,307,334,270,295,261,282,286,318,278,341,330
14200　　腎不全　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,29665,2943,2604,2795,2455,2290,2128,2268,2321,2188,2299,2485,2889
,男　Ｍ．,16037,1656,1425,1481,1284,1232,1178,1227,1211,1175,1225,1336,1607
,女　Ｆ．,13628,1287,1179,1314,1171,1058,950,1041,1110,1013,1074,1149,1282
14201　　　急性腎不全　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,3060,327,259,319,268,255,197,228,222,222,212,249,302
,男　Ｍ．,1581,184,126,177,129,136,105,120,117,102,111,121,153
,女　Ｆ．,1479,143,133,142,139,119,92,108,105,120,101,128,149
14202　　　慢性腎臓病　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,22097,2202,1916,2055,1775,1685,1588,1707,1768,1655,1754,1850,2142
,男　Ｍ．,12139,1265,1068,1089,937,917,892,938,920,911,947,1026,1229
,女　Ｆ．,9958,937,848,966,838,768,696,769,848,744,807,824,913
14203　　　詳細不明の腎不全　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,4508,414,429,421,412,350,343,333,331,311,333,386,445
,男　Ｍ．,2317,207,231,215,218,179,181,169,174,162,167,189,225
,女　Ｆ．,2191,207,198,206,194,171,162,164,157,149,166,197,220
14300　　その他の腎尿路生殖器系の疾患　　　　　　　　　　　　　　　　　　　　　,総数,14823,1442,1351,1351,1208,1147,1046,1066,1180,1093,1265,1240,1434
,男　Ｍ．,5763,553,534,559,453,448,379,415,458,422,508,477,557
,女　Ｆ．,9060,889,817,792,755,699,667,651,722,671,757,763,877
15000　妊娠，分娩及び産じょく　　　　　　　　　　　　　　　　　　　　　　　　　,総数,30,2,6,1,3,2,5,1,1,1,4,3,1
,男　Ｍ．,・,・,・,・,・,・,・,・,・,・,・,・,・
,女　Ｆ．,30,2,6,1,3,2,5,1,1,1,4,3,1
16000　周産期に発生した病態　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,418,34,31,27,44,41,54,29,22,32,27,32,45
,男　Ｍ．,224,21,13,14,23,20,34,16,9,17,18,18,21
,女　Ｆ．,194,13,18,13,21,21,20,13,13,15,9,14,24
16100　　妊娠期間及び胎児発育に関連する障害　　　　　　　　　　　　　　　　　　,総数,29,5,2,3,3,4,5,-,1,1,1,-,4
,男　Ｍ．,13,1,1,2,-,3,2,-,1,1,1,-,1
,女　Ｆ．,16,4,1,1,3,1,3,-,-,-,-,-,3
16200　　出産外傷　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,9,-,1,2,-,-,2,1,1,-,1,-,1
,男　Ｍ．,5,-,1,-,-,-,2,1,-,-,1,-,-
,女　Ｆ．,4,-,-,2,-,-,-,-,1,-,-,-,1
16300　　周産期に特異的な呼吸障害及び心血管障害　　　　　　　　　　　　　　　　,総数,241,20,20,15,23,25,30,19,15,23,12,17,22
,男　Ｍ．,128,16,8,7,12,11,18,9,5,13,8,11,10
,女　Ｆ．,113,4,12,8,11,14,12,10,10,10,4,6,12
16400　　周産期に特異的な感染症　　　　　　　　　　　　　　　　　　　　　　　　,総数,29,2,1,1,4,2,2,3,1,1,4,3,5
,男　Ｍ．,16,1,-,1,2,2,2,2,1,-,2,1,2
,女　Ｆ．,13,1,1,-,2,-,-,1,-,1,2,2,3
16500　　胎児及び新生児の出血性障害及び血液障害　　　　　　　　　　　　　　　　,総数,52,5,3,2,3,6,9,2,2,5,5,5,5
,男　Ｍ．,26,2,1,1,3,3,4,2,2,2,3,1,2
,女　Ｆ．,26,3,2,1,-,3,5,-,-,3,2,4,3
16600　　その他の周産期に発生した病態　　　　　　　　　　　　　　　　　　　　　,総数,58,2,4,4,11,4,6,4,2,2,4,7,8
,男　Ｍ．,36,1,2,3,6,1,6,2,-,1,3,5,6
,女　Ｆ．,22,1,2,1,5,3,-,2,2,1,1,2,2
17000　先天奇形，変形及び染色体異常　　　　　　　　　　　　　　　　　　　　　　,総数,1912,190,153,166,162,172,147,153,171,154,128,145,171
,男　Ｍ．,878,99,73,78,76,71,60,63,79,80,60,69,70
,女　Ｆ．,1034,91,80,88,86,101,87,90,92,74,68,76,101
17100　　神経系の先天奇形　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,76,4,6,10,6,8,7,8,7,5,4,5,6
,男　Ｍ．,36,2,1,5,4,4,2,4,3,2,1,3,5
,女　Ｆ．,40,2,5,5,2,4,5,4,4,3,3,2,1
17200　　循環器系の先天奇形　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,732,71,61,63,65,71,43,58,60,52,60,62,66
,男　Ｍ．,324,36,31,29,30,24,15,25,29,28,25,27,25
,女　Ｆ．,408,35,30,34,35,47,28,33,31,24,35,35,41
17201　　　心臓の先天奇形　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,459,44,38,31,36,42,30,37,42,37,36,45,41
,男　Ｍ．,211,26,18,14,19,13,10,17,21,20,17,23,13
,女　Ｆ．,248,18,20,17,17,29,20,20,21,17,19,22,28
17202　　　その他の循環器系の先天奇形　　　　　　　　　　　　　　　　　　　　　,総数,273,27,23,32,29,29,13,21,18,15,24,17,25
,男　Ｍ．,113,10,13,15,11,11,5,8,8,8,8,4,12
,女　Ｆ．,160,17,10,17,18,18,8,13,10,7,16,13,13
17300　　消化器系の先天奇形　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,94,9,9,6,5,7,9,11,11,8,4,5,10
,男　Ｍ．,40,8,4,4,4,3,2,4,6,1,-,3,1
,女　Ｆ．,54,1,5,2,1,4,7,7,5,7,4,2,9
17400　　その他の先天奇形及び変形　　　　　　　　　　　　　　　　　　　　　　　,総数,592,52,41,45,54,52,56,49,55,57,36,51,44
,男　Ｍ．,288,27,21,15,25,29,26,18,26,30,23,27,21
,女　Ｆ．,304,25,20,30,29,23,30,31,29,27,13,24,23
17500　　染色体異常，他に分類されないもの　　　　　　　　　　　　　　　　　　　,総数,418,54,36,42,32,34,32,27,38,32,24,22,45
,男　Ｍ．,190,26,16,25,13,11,15,12,15,19,11,9,18
,女　Ｆ．,228,28,20,17,19,23,17,15,23,13,13,13,27
18000　症状，徴候及び異常臨床所見・異常検査所見で他に分類されないもの　　　　　,総数,247238,23152,20626,21528,18495,18376,17435,19949,20977,19744,20520,21313,25123
,男　Ｍ．,84668,7907,6985,7252,6152,6177,5930,7318,7674,6783,6748,7141,8601
,女　Ｆ．,162570,15245,13641,14276,12343,12199,11505,12631,13303,12961,13772,14172,16522
18100　　老衰　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,206887,19375,17425,18179,15729,15632,14662,15588,16424,16657,17776,18407,21033
,男　Ｍ．,58793,5500,4943,5109,4412,4413,4097,4465,4697,4745,5024,5307,6081
,女　Ｆ．,148094,13875,12482,13070,11317,11219,10565,11123,11727,11912,12752,13100,14952
18200　　乳幼児突然死症候群　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,58,8,4,2,3,5,8,8,4,5,1,3,7
,男　Ｍ．,37,4,2,2,2,4,7,5,2,3,1,1,4
,女　Ｆ．,21,4,2,-,1,1,1,3,2,2,-,2,3
18300　　その他の症状，徴候及び異常臨床所見・異常検査所見で他に分類されないもの,総数,40293,3769,3197,3347,2763,2739,2765,4353,4549,3082,2743,2903,4083
,男　Ｍ．,25838,2403,2040,2141,1738,1760,1826,2848,2975,2035,1723,1833,2516
,女　Ｆ．,14455,1366,1157,1206,1025,979,939,1505,1574,1047,1020,1070,1567
20000　傷病及び死亡の外因　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,74680,7933,6665,7143,5969,5532,5041,6183,5881,5156,5290,6196,7691
,男　Ｍ．,44786,4663,3950,4266,3617,3327,3064,3723,3607,3221,3252,3600,4496
,女　Ｆ．,29894,3270,2715,2877,2352,2205,1977,2460,2274,1935,2038,2596,3195
20100　　不慮の事故　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,45743,5412,4315,4428,3444,3072,2688,3755,3602,2781,2981,3844,5421
,男　Ｍ．,25985,3013,2452,2470,1932,1754,1530,2183,2104,1631,1761,2125,3030
,女　Ｆ．,19758,2399,1863,1958,1512,1318,1158,1572,1498,1150,1220,1719,2391
20101　　　交通事故　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,3511,301,255,239,276,267,264,276,323,287,332,330,361
,男　Ｍ．,2395,204,175,162,190,207,172,186,211,199,232,218,239
,女　Ｆ．,1116,97,80,77,86,60,92,90,112,88,100,112,122
20102　　　転倒・転落・墜落　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,11935,1173,1099,1100,970,885,792,906,889,895,964,1015,1247
,男　Ｍ．,6082,585,570,549,476,453,405,456,464,466,506,502,650
,女　Ｆ．,5853,588,529,551,494,432,387,450,425,429,458,513,597
20103　　　不慮の溺死及び溺水　　　　　　　　　　　　　　　　　　　　　　　　　,総数,9905,1565,1225,1266,810,590,441,349,298,256,431,947,1727
,男　Ｍ．,5236,834,660,638,412,276,229,217,194,170,247,499,860
,女　Ｆ．,4669,731,565,628,398,314,212,132,104,86,184,448,867
20104　　　不慮の窒息　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,8186,988,710,784,676,583,513,592,615,576,570,711,868
,男　Ｍ．,4256,538,370,421,356,300,274,288,297,282,310,350,470
,女　Ｆ．,3930,450,340,363,320,283,239,304,318,294,260,361,398
20105　　　煙，火及び火炎への曝露　　　　　　　　　　　　　　　　　　　　　　　,総数,982,147,132,132,75,64,43,38,47,44,50,62,148
,男　Ｍ．,617,91,78,79,47,40,25,31,28,30,26,43,99
,女　Ｆ．,365,56,54,53,28,24,18,7,19,14,24,19,49
20106　　　有害物質による不慮の中毒及び有害物質への曝露　　　　　　　　　　　　,総数,543,60,61,50,48,45,41,40,37,34,40,39,48
,男　Ｍ．,332,35,39,34,31,23,27,25,19,18,24,25,32
,女　Ｆ．,211,25,22,16,17,22,14,15,18,16,16,14,16
20107　　　その他の不慮の事故　　　　　　　　　　　　　　　　　　　　　　　　　,総数,10681,1178,833,857,589,638,594,1554,1393,689,594,740,1022
,男　Ｍ．,7067,726,560,587,420,455,398,980,891,466,416,488,680
,女　Ｆ．,3614,452,273,270,169,183,196,574,502,223,178,252,342
20200　　自殺　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,19608,1635,1531,1845,1805,1743,1640,1690,1585,1649,1577,1574,1334
,男　Ｍ．,13354,1109,1031,1272,1262,1170,1120,1126,1089,1160,1086,1030,899
,女　Ｆ．,6254,526,500,573,543,573,520,564,496,489,491,544,435
20300　　他殺　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,222,21,11,23,8,16,15,22,19,25,22,14,26
,男　Ｍ．,97,12,5,11,2,7,5,8,9,7,12,5,14
,女　Ｆ．,125,9,6,12,6,9,10,14,10,18,10,9,12
20400　　その他の外因　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,9107,865,808,847,712,701,698,716,675,701,710,764,910
,男　Ｍ．,5350,529,462,513,421,396,409,406,405,423,393,440,553
,女　Ｆ．,3757,336,346,334,291,305,289,310,270,278,317,324,357
22000　特殊目的用コード　　　　　　　　　　　　　　　　　　　　　　　　　　　　,総数,35873,3962,4589,3614,2476,1719,1733,3398,4870,3149,1890,1385,3088
,男　Ｍ．,20439,2223,2584,1998,1383,965,1006,1975,2859,1821,1076,799,1750
,女　Ｆ．,15434,1739,2005,1616,1093,754,727,1423,2011,1328,814,586,1338
22100　　重症急性呼吸器症候群［ＳＡＲＳ］　　　　　　　　　　　　　　　　　　　,総数,-,-,-,-,-,-,-,-,-,-,-,-,-
,男　Ｍ．,-,-,-,-,-,-,-,-,-,-,-,-,-
,女　Ｆ．,-,-,-,-,-,-,-,-,-,-,-,-,-
22200　　その他の特殊目的用コード　　　　　　　　　　　　　　　　　　　　　　　,総数,35873,3962,4589,3614,2476,1719,1733,3398,4870,3149,1890,1385,3088
,男　Ｍ．,20439,2223,2584,1998,1383,965,1006,1975,2859,1821,1076,799,1750
,女　Ｆ．,15434,1739,2005,1616,1093,754,727,1423,2011,1328,814,586,1338
22201　　　新型コロナウイルス感染症　　　　　　　　　　　　　　　　　　　　　　,総数,35865,3960,4587,3613,2476,1719,1733,3398,4870,3149,1888,1385,3087
,男　Ｍ．,20434,2222,2583,1998,1383,965,1006,1975,2859,1821,1074,799,1749
,女　Ｆ．,15431,1738,2004,1615,1093,754,727,1423,2011,1328,814,586,1338
22202　　　新型コロナウイルス感染症ワクチン　　　　　　　　　　　　　　　　　　,総数,8,2,2,1,-,-,-,-,-,-,2,-,1
,男　Ｍ．,5,1,1,-,-,-,-,-,-,-,2,-,1
,女　Ｆ．,3,1,1,1,-,-,-,-,-,-,-,-,-
22203　　　その他の特殊目的用コード（22201及び22202を除く）　　　　　　　　　　,総数,-,-,-,-,-,-,-,-,-,-,-,-,-
,男　Ｍ．,-,-,-,-,-,-,-,-,-,-,-,-,-
,女　Ｆ．,-,-,-,-,-,-,-,-,-,-,-,-,-
